Date,Country_JP,Country,Visitors,YoY_Change
2023/08,カナダ,Canada,36859,1734.69
2023/08,中国,China,364228,2853.52
2023/08,デンマーク,Denmark,1738,301.39
2023/08,ヨーロッパ計,Europe Total,154174,636.65
2023/08,フィンランド,Finland,1740,487.84
2023/08,フランス,France,25866,636.5
2023/08,GCC6か国,GCC 6 Countries,2427,826.34
2023/08,ドイツ,Germany,19999,478.34
2023/08,香港,Hong Kong,206267,15778.91
2023/08,インド,India,12826,133.12
2023/08,インドネシア,Indonesia,20792,199.9
2023/08,アイルランド,Ireland,1621,283.22
2023/08,イスラエル,Israel,3777,1375.39
2023/08,イタリア,Italy,24113,1424.21
2023/08,マカオ,Macau,13546,104100.0
2023/08,マレーシア,Malaysia,19206,754.36
2023/08,メキシコ,Mexico,8238,1502.72
2023/08,中東地域,Middle East,8701,839.63
2023/08,モンゴル,Mongolia,3344,29.81
2023/08,オランダ,Netherlands,6185,881.75
2023/08,ニュージーランド,New Zealand,4244,614.48
2023/08,北欧地域,Nordic Countries,6442,336.75
2023/08,北アメリカ計,North America Total,184889,891.63
2023/08,ノルウェー,Norway,970,321.74
2023/08,オセアニア計,Oceania Total,32159,849.76
2023/08,その他アジア,Other Asia,19095,69.4
2023/08,その他ヨーロッパ,Other Europe,10264,320.31
2023/08,その他北アメリカ,Other North America,1430,378.26
2023/08,その他オセアニア,Other Oceania,350,268.42
2023/08,その他南アメリカ,Other South America,3260,446.98
2023/08,フィリピン,Philippines,38627,393.7
2023/08,ポーランド,Poland,3606,963.72
2023/08,ポルトガル,Portugal,3019,1558.79
2023/08,ロシア,Russia,3355,412.21
2023/08,シンガポール,Singapore,20276,1050.09
2023/08,南アメリカ計,South America Total,6227,419.78
2023/08,韓国,South Korea,569092,1895.76
2023/08,スペイン,Spain,17283,1448.66
2023/08,無国籍・その他,Stateless/Other,32,255.56
2023/08,スウェーデン,Sweden,1994,286.43
2023/08,スイス,Switzerland,3588,592.66
2023/08,台湾,Taiwan,396346,7815.84
2023/08,タイ,Thailand,33166,548.41
2023/08,総数,Total,2157190,1169.67
2023/08,トルコ,Turkey,2497,512.01
2023/08,英国,UK,23837,507.47
2023/08,米国,USA,138362,774.44
2023/08,ベトナム,Vietnam,50945,54.14
2023/09,アフリカ計,Africa Total,4655,139.7
2023/09,アジア計,Asia Total,1725709,1093.87
2023/09,豪州,Australia,64005,1265.0
2023/09,オーストリア,Austria,3004,427.02
2023/09,ベルギー,Belgium,3669,418.22
2023/09,ブラジル,Brazil,4275,394.79
2023/09,カナダ,Canada,39822,1562.02
2023/09,中国,China,325645,1751.31
2023/09,デンマーク,Denmark,2788,389.12
2023/09,ヨーロッパ計,Europe Total,162660,418.49
2023/09,フィンランド,Finland,1809,232.54
2023/09,フランス,France,22034,314.95
2023/09,GCC6か国,GCC 6 Countries,2167,279.51
2023/09,ドイツ,Germany,26283,395.91
2023/09,香港,Hong Kong,151137,5251.88
2023/09,インド,India,14102,170.0
2023/09,インドネシア,Indonesia,32354,252.21
2023/09,アイルランド,Ireland,2287,523.16
2023/09,イスラエル,Israel,8482,1084.64
2023/09,イタリア,Italy,14605,451.76
2023/09,マカオ,Macau,5553,9642.11
2023/09,マレーシア,Malaysia,27543,828.31
2023/09,メキシコ,Mexico,10131,1214.01
2023/09,中東地域,Middle East,13549,639.57
2023/09,モンゴル,Mongolia,3718,37.75
2023/09,オランダ,Netherlands,8077,581.03
2023/09,ニュージーランド,New Zealand,8909,990.45
2023/09,北欧地域,Nordic Countries,9848,317.47
2023/09,北アメリカ計,North America Total,208316,867.88
2023/09,ノルウェー,Norway,1800,271.9
2023/09,オセアニア計,Oceania Total,73406,1196.24
2023/09,その他アジア,Other Asia,22116,72.92
2023/09,その他ヨーロッパ,Other Europe,12647,257.16
2023/09,その他北アメリカ,Other North America,1726,341.43
2023/09,その他オセアニア,Other Oceania,492,213.38
2023/09,その他南アメリカ,Other South America,5381,652.59
2023/09,フィリピン,Philippines,42763,404.34
2023/09,ポーランド,Poland,4994,621.68
2023/09,ポルトガル,Portugal,2819,1175.57
2023/09,ロシア,Russia,4294,255.76
2023/09,シンガポール,Singapore,38105,1219.88
2023/09,南アメリカ計,South America Total,9656,511.53
2023/09,韓国,South Korea,570369,1640.84
2023/09,スペイン,Spain,13192,575.82
2023/09,無国籍・その他,Stateless/Other,40,166.67
2023/09,スウェーデン,Sweden,3451,353.48
2023/09,スイス,Switzerland,5205,536.31
2023/09,台湾,Taiwan,385259,5602.47
2023/09,タイ,Thailand,50492,562.45
2023/09,総数,Total,2184442,957.12
2023/09,トルコ,Turkey,2900,432.11
2023/09,英国,UK,29702,560.93
2023/09,米国,USA,156637,771.9
2023/09,ベトナム,Vietnam,43004,39.3
2023/10,アフリカ計,Africa Total,4383,87.47
2023/10,アジア計,Asia Total,1942257,445.8
2023/10,豪州,Australia,62015,431.09
2023/10,オーストリア,Austria,3321,204.4
2023/10,ベルギー,Belgium,4581,233.16
2023/10,ブラジル,Brazil,7265,387.91
2023/10,カナダ,Canada,51741,425.45
2023/10,中国,China,256371,1092.53
2023/10,デンマーク,Denmark,4768,305.79
2023/10,ヨーロッパ計,Europe Total,206637,255.5
2023/10,フィンランド,Finland,2507,183.28
2023/10,フランス,France,34356,210.24
2023/10,GCC6か国,GCC 6 Countries,3582,339.51
2023/10,ドイツ,Germany,30893,245.44
2023/10,香港,Hong Kong,179316,394.77
2023/10,インド,India,16810,179.89
2023/10,インドネシア,Indonesia,40260,263.19
2023/10,アイルランド,Ireland,2678,223.82
2023/10,イスラエル,Israel,3413,65.28
2023/10,イタリア,Italy,16315,262.15
2023/10,マカオ,Macau,5876,3059.14
2023/10,マレーシア,Malaysia,45162,414.78
2023/10,メキシコ,Mexico,12483,539.83
2023/10,中東地域,Middle East,10234,150.53
2023/10,モンゴル,Mongolia,4016,99.8
2023/10,オランダ,Netherlands,8854,267.54
2023/10,ニュージーランド,New Zealand,8664,374.74
2023/10,北欧地域,Nordic Countries,14428,236.32
2023/10,北アメリカ計,North America Total,278309,324.13
2023/10,ノルウェー,Norway,2123,190.03
2023/10,オセアニア計,Oceania Total,71092,418.16
2023/10,その他アジア,Other Asia,28876,107.09
2023/10,その他ヨーロッパ,Other Europe,16567,212.94
2023/10,その他北アメリカ,Other North America,2218,283.07
2023/10,その他オセアニア,Other Oceania,413,89.45
2023/10,その他南アメリカ,Other South America,6625,345.23
2023/10,フィリピン,Philippines,69225,368.53
2023/10,ポーランド,Poland,5252,373.15
2023/10,ポルトガル,Portugal,3544,446.91
2023/10,ロシア,Russia,5726,262.41
2023/10,シンガポール,Singapore,55116,284.46
2023/10,南アメリカ計,South America Total,13890,366.58
2023/10,韓国,South Korea,631124,413.28
2023/10,スペイン,Spain,15515,450.37
2023/10,無国籍・その他,Stateless/Other,55,323.08
2023/10,スウェーデン,Sweden,5030,235.78
2023/10,スイス,Switzerland,7176,287.47
2023/10,台湾,Taiwan,424857,1112.91
2023/10,タイ,Thailand,124558,265.11
2023/10,総数,Total,2516623,404.69
2023/10,トルコ,Turkey,3239,168.8
2023/10,英国,UK,37431,263.09
2023/10,米国,USA,211867,297.93
2023/10,ベトナム,Vietnam,50456,63.76
2023/11,アフリカ計,Africa Total,3585,85.46
2023/11,アジア計,Asia Total,1976513,167.8
2023/11,豪州,Australia,59571,195.01
2023/11,オーストリア,Austria,2004,94.56
2023/11,ベルギー,Belgium,2940,120.56
2023/11,ブラジル,Brazil,4970,234.91
2023/11,カナダ,Canada,38959,145.52
2023/11,中国,China,258343,1129.27
2023/11,デンマーク,Denmark,2574,123.83
2023/11,ヨーロッパ計,Europe Total,148773,126.93
2023/11,フィンランド,Finland,2038,105.44
2023/11,フランス,France,24182,123.7
2023/11,GCC6か国,GCC 6 Countries,3835,103.45
2023/11,ドイツ,Germany,18629,92.59
2023/11,香港,Hong Kong,200428,141.51
2023/11,インド,India,16553,98.07
2023/11,インドネシア,Indonesia,42135,148.44
2023/11,アイルランド,Ireland,2069,113.08
2023/11,イスラエル,Israel,901,-67.16
2023/11,イタリア,Italy,13379,155.47
2023/11,マカオ,Macau,7164,2524.18
2023/11,マレーシア,Malaysia,51386,193.32
2023/11,メキシコ,Mexico,9859,384.0
2023/11,中東地域,Middle East,7952,21.93
2023/11,モンゴル,Mongolia,3667,74.45
2023/11,オランダ,Netherlands,5943,117.53
2023/11,ニュージーランド,New Zealand,7515,187.6
2023/11,北欧地域,Nordic Countries,9423,102.6
2023/11,北アメリカ計,North America Total,235252,128.83
2023/11,ノルウェー,Norway,1447,91.66
2023/11,オセアニア計,Oceania Total,67447,192.71
2023/11,その他アジア,Other Asia,24839,26.11
2023/11,その他ヨーロッパ,Other Europe,12725,127.27
2023/11,その他北アメリカ,Other North America,1665,172.06
2023/11,その他オセアニア,Other Oceania,361,52.97
2023/11,その他南アメリカ,Other South America,4282,152.92
2023/11,フィリピン,Philippines,63718,193.78
2023/11,ポーランド,Poland,4240,160.44
2023/11,ポルトガル,Portugal,2884,285.56
2023/11,ロシア,Russia,5914,199.44
2023/11,シンガポール,Singapore,86052,113.42
2023/11,南アメリカ計,South America Total,9252,191.22
2023/11,韓国,South Korea,649877,106.03
2023/11,スペイン,Spain,11007,203.89
2023/11,無国籍・その他,Stateless/Other,68,209.09
2023/11,スウェーデン,Sweden,3364,91.79
2023/11,スイス,Switzerland,3925,102.01
2023/11,台湾,Taiwan,403498,305.39
2023/11,タイ,Thailand,114108,119.11
2023/11,総数,Total,2440890,161.17
2023/11,トルコ,Turkey,3216,69.89
2023/11,英国,UK,29509,116.87
2023/11,米国,USA,184769,119.21
2023/11,ベトナム,Vietnam,46793,39.33
2023/12,アフリカ計,Africa Total,3208,51.25
2023/12,アジア計,Asia Total,2286450,103.89
2023/12,豪州,Australia,89471,113.87
2023/12,オーストリア,Austria,1254,40.74
2023/12,ベルギー,Belgium,1604,4.16
2023/12,ブラジル,Brazil,6327,144.0
2023/12,カナダ,Canada,36441,76.81
2023/12,中国,China,312474,830.9
2023/12,デンマーク,Denmark,1460,52.88
2023/12,ヨーロッパ計,Europe Total,104259,67.31
2023/12,フィンランド,Finland,1528,59.67
2023/12,フランス,France,17732,64.64
2023/12,GCC6か国,GCC 6 Countries,3772,87.2
2023/12,ドイツ,Germany,11810,52.49
2023/12,香港,Hong Kong,251080,77.68
2023/12,インド,India,13515,81.48
2023/12,インドネシア,Indonesia,63696,85.1
2023/12,アイルランド,Ireland,1419,58.72
2023/12,イスラエル,Israel,818,-0.37
2023/12,イタリア,Italy,10560,114.2
2023/12,マカオ,Macau,12104,1649.13
2023/12,マレーシア,Malaysia,60806,67.84
2023/12,メキシコ,Mexico,9081,263.68
2023/12,中東地域,Middle East,7223,51.62
2023/12,モンゴル,Mongolia,3872,59.8
2023/12,オランダ,Netherlands,4488,72.95
2023/12,ニュージーランド,New Zealand,10555,122.02
2023/12,北欧地域,Nordic Countries,7252,58.31
2023/12,北アメリカ計,North America Total,230076,72.71
2023/12,ノルウェー,Norway,1218,37.47
2023/12,オセアニア計,Oceania Total,100405,114.84
2023/12,その他アジア,Other Asia,23783,48.0
2023/12,その他ヨーロッパ,Other Europe,7570,71.03
2023/12,その他北アメリカ,Other North America,1388,121.73
2023/12,その他オセアニア,Other Oceania,379,159.59
2023/12,その他南アメリカ,Other South America,3337,98.75
2023/12,フィリピン,Philippines,79107,98.0
2023/12,ポーランド,Poland,1652,77.83
2023/12,ポルトガル,Portugal,2479,256.18
2023/12,ロシア,Russia,3255,105.62
2023/12,シンガポール,Singapore,113695,69.59
2023/12,南アメリカ計,South America Total,9664,126.22
2023/12,韓国,South Korea,782726,71.59
2023/12,スペイン,Spain,6361,82.53
2023/12,無国籍・その他,Stateless/Other,53,130.43
2023/12,スウェーデン,Sweden,3046,70.84
2023/12,スイス,Switzerland,2946,50.77
2023/12,台湾,Taiwan,399500,134.78
2023/12,タイ,Thailand,125822,51.6
2023/12,総数,Total,2734115,99.55
2023/12,トルコ,Turkey,2633,36.57
2023/12,英国,UK,23877,56.09
2023/12,米国,USA,183166,67.3
2023/12,ベトナム,Vietnam,37047,31.39
2024/01,アフリカ計,Africa Total,3007,37.62
2024/01,アジア計,Asia Total,2302455,82.21
2024/01,豪州,Australia,103604,97.14
2024/01,オーストリア,Austria,1321,29.89
2024/01,ベルギー,Belgium,1494,39.24
2024/01,ブラジル,Brazil,5229,155.07
2024/01,カナダ,Canada,31672,69.03
2024/01,中国,China,416088,1229.74
2024/01,デンマーク,Denmark,1617,50.7
2024/01,ヨーロッパ計,Europe Total,87424,46.21
2024/01,フィンランド,Finland,1571,74.56
2024/01,フランス,France,14444,47.83
2024/01,GCC6か国,GCC 6 Countries,2236,48.08
2024/01,ドイツ,Germany,10402,40.95
2024/01,香港,Hong Kong,186300,22.61
2024/01,インド,India,12608,39.21
2024/01,インドネシア,Indonesia,41287,82.54
2024/01,アイルランド,Ireland,1573,52.57
2024/01,イスラエル,Israel,790,-4.13
2024/01,イタリア,Italy,6879,59.79
2024/01,マカオ,Macau,5918,348.67
2024/01,マレーシア,Malaysia,32079,18.38
2024/01,メキシコ,Mexico,6805,199.65
2024/01,中東地域,Middle East,5886,45.77
2024/01,モンゴル,Mongolia,4624,56.16
2024/01,オランダ,Netherlands,3491,47.99
2024/01,ニュージーランド,New Zealand,10656,122.6
2024/01,北欧地域,Nordic Countries,7439,56.41
2024/01,北アメリカ計,North America Total,171728,56.24
2024/01,ノルウェー,Norway,1496,60.86
2024/01,オセアニア計,Oceania Total,114639,98.93
2024/01,その他アジア,Other Asia,22235,27.71
2024/01,その他ヨーロッパ,Other Europe,6420,41.63
2024/01,その他北アメリカ,Other North America,1396,76.49
2024/01,その他オセアニア,Other Oceania,379,31.14
2024/01,その他南アメリカ,Other South America,3962,78.79
2024/01,フィリピン,Philippines,56776,91.3
2024/01,ポーランド,Poland,2026,70.97
2024/01,ポルトガル,Portugal,1454,75.39
2024/01,ロシア,Russia,3242,99.14
2024/01,シンガポール,Singapore,34140,28.07
2024/01,南アメリカ計,South America Total,9191,115.45
2024/01,韓国,South Korea,857039,51.62
2024/01,スペイン,Spain,4769,55.09
2024/01,無国籍・その他,Stateless/Other,34,25.93
2024/01,スウェーデン,Sweden,2755,48.68
2024/01,スイス,Switzerland,2661,51.45
2024/01,台湾,Taiwan,492288,89.82
2024/01,タイ,Thailand,90585,42.81
2024/01,総数,Total,2688478,79.53
2024/01,トルコ,Turkey,2860,67.84
2024/01,英国,UK,19809,31.22
2024/01,米国,USA,131855,49.64
2024/01,ベトナム,Vietnam,44602,-13.5
2024/02,アフリカ計,Africa Total,2912,45.82
2024/02,アジア計,Asia Total,2394282,91.34
2024/02,豪州,Australia,66501,76.49
2024/02,オーストリア,Austria,1773,63.41
2024/02,ベルギー,Belgium,2355,76.01
2024/02,ブラジル,Brazil,4795,154.51
2024/02,カナダ,Canada,33895,78.3
2024/02,中国,China,459463,1166.26
2024/02,デンマーク,Denmark,2216,86.69
2024/02,ヨーロッパ計,Europe Total,115267,72.51
2024/02,フィンランド,Finland,2050,74.32
2024/02,フランス,France,22268,81.76
2024/02,GCC6か国,GCC 6 Countries,2736,75.38
2024/02,ドイツ,Germany,14862,59.77
2024/02,香港,Hong Kong,205884,72.42
2024/02,インド,India,9965,41.33
2024/02,インドネシア,Indonesia,38246,42.7
2024/02,アイルランド,Ireland,2299,111.69
2024/02,イスラエル,Israel,1139,-6.33
2024/02,イタリア,Italy,7555,63.28
2024/02,マカオ,Macau,8469,382.01
2024/02,マレーシア,Malaysia,60178,88.1
2024/02,メキシコ,Mexico,7684,228.52
2024/02,中東地域,Middle East,6224,60.29
2024/02,モンゴル,Mongolia,3165,53.79
2024/02,オランダ,Netherlands,4783,90.56
2024/02,ニュージーランド,New Zealand,6988,79.59
2024/02,北欧地域,Nordic Countries,8919,70.93
2024/02,北アメリカ計,North America Total,191688,75.7
2024/02,ノルウェー,Norway,1798,68.19
2024/02,オセアニア計,Oceania Total,73798,76.66
2024/02,その他アジア,Other Asia,18133,22.13
2024/02,その他ヨーロッパ,Other Europe,7369,57.59
2024/02,その他北アメリカ,Other North America,1390,72.89
2024/02,その他オセアニア,Other Oceania,309,52.97
2024/02,その他南アメリカ,Other South America,5447,116.49
2024/02,フィリピン,Philippines,65217,92.19
2024/02,ポーランド,Poland,2305,67.39
2024/02,ポルトガル,Portugal,2074,141.72
2024/02,ロシア,Russia,2907,110.96
2024/02,シンガポール,Singapore,36915,36.33
2024/02,南アメリカ計,South America Total,10242,132.77
2024/02,韓国,South Korea,818562,43.96
2024/02,スペイン,Spain,6323,90.34
2024/02,無国籍・その他,Stateless/Other,35,59.09
2024/02,スウェーデン,Sweden,2855,59.85
2024/02,スイス,Switzerland,3598,62.73
2024/02,台湾,Taiwan,502237,102.11
2024/02,タイ,Thailand,101443,38.41
2024/02,総数,Total,2788224,88.97
2024/02,トルコ,Turkey,2349,112.2
2024/02,英国,UK,25877,66.1
2024/02,米国,USA,148719,71.05
2024/02,ベトナム,Vietnam,60181,7.76
2024/03,アフリカ計,Africa Total,3772,30.2
2024/03,アジア計,Asia Total,2331739,72.27
2024/03,豪州,Australia,82781,83.19
2024/03,オーストリア,Austria,4278,70.23
2024/03,ベルギー,Belgium,4415,56.34
2024/03,ブラジル,Brazil,8550,76.91
2024/03,カナダ,Canada,57779,58.86
2024/03,中国,China,452525,496.89
2024/03,デンマーク,Denmark,5454,69.96
2024/03,ヨーロッパ計,Europe Total,272119,76.54
2024/03,フィンランド,Finland,2400,19.82
2024/03,フランス,France,34685,63.43
2024/03,GCC6か国,GCC 6 Countries,891,-55.98
2024/03,ドイツ,Germany,47553,83.62
2024/03,香港,Hong Kong,231373,59.7
2024/03,インド,India,27206,83.03
2024/03,インドネシア,Indonesia,37448,12.89
2024/03,アイルランド,Ireland,4024,74.5
2024/03,イスラエル,Israel,6525,-20.71
2024/03,イタリア,Italy,24394,91.52
2024/03,マカオ,Macau,8079,173.86
2024/03,マレーシア,Malaysia,41953,7.84
2024/03,メキシコ,Mexico,15472,169.08
2024/03,中東地域,Middle East,11876,-3.77
2024/03,モンゴル,Mongolia,5193,69.04
2024/03,オランダ,Netherlands,9124,52.5
2024/03,ニュージーランド,New Zealand,8963,72.0
2024/03,北欧地域,Nordic Countries,18075,56.83
2024/03,北アメリカ計,North America Total,365728,48.27
2024/03,ノルウェー,Norway,4314,55.24
2024/03,オセアニア計,Oceania Total,92249,82.07
2024/03,その他アジア,Other Asia,29438,40.66
2024/03,その他ヨーロッパ,Other Europe,22708,77.63
2024/03,その他北アメリカ,Other North America,2402,60.24
2024/03,その他オセアニア,Other Oceania,505,89.14
2024/03,その他南アメリカ,Other South America,7561,55.51
2024/03,フィリピン,Philippines,78821,69.26
2024/03,ポーランド,Poland,5599,52.31
2024/03,ポルトガル,Portugal,4181,109.15
2024/03,ロシア,Russia,10579,209.87
2024/03,シンガポール,Singapore,61047,15.9
2024/03,南アメリカ計,South America Total,16111,66.18
2024/03,韓国,South Korea,663102,42.05
2024/03,スペイン,Spain,16797,122.27
2024/03,無国籍・その他,Stateless/Other,63,18.87
2024/03,スウェーデン,Sweden,5907,67.15
2024/03,スイス,Switzerland,9257,89.11
2024/03,台湾,Taiwan,484454,73.7
2024/03,タイ,Thailand,131749,22.02
2024/03,総数,Total,3081781,69.55
2024/03,トルコ,Turkey,4460,113.6
2024/03,英国,UK,56450,62.2
2024/03,米国,USA,290075,42.87
2024/03,ベトナム,Vietnam,67475,25.76
2024/04,アフリカ計,Africa Total,4369,55.43
2024/04,アジア計,Asia Total,2372776,62.96
2024/04,豪州,Australia,80812,43.99
2024/04,オーストリア,Austria,3717,51.96
2024/04,ベルギー,Belgium,5189,32.95
2024/04,ブラジル,Brazil,8639,73.79
2024/04,カナダ,Canada,52118,41.44
2024/04,中国,China,533611,392.74
2024/04,デンマーク,Denmark,3562,10.42
2024/04,ヨーロッパ計,Europe Total,262917,42.58
2024/04,フィンランド,Finland,2391,24.27
2024/04,フランス,France,51619,49.96
2024/04,GCC6か国,GCC 6 Countries,5918,119.75
2024/04,ドイツ,Germany,36029,31.68
2024/04,香港,Hong Kong,184460,20.7
2024/04,インド,India,23162,42.34
2024/04,インドネシア,Indonesia,62515,28.45
2024/04,アイルランド,Ireland,3022,19.02
2024/04,イスラエル,Israel,8435,13.94
2024/04,イタリア,Italy,24855,59.13
2024/04,マカオ,Macau,6580,99.45
2024/04,マレーシア,Malaysia,45983,14.26
2024/04,メキシコ,Mexico,11786,26.35
2024/04,中東地域,Middle East,23157,67.63
2024/04,モンゴル,Mongolia,4522,40.0
2024/04,オランダ,Netherlands,11751,42.44
2024/04,ニュージーランド,New Zealand,10989,42.01
2024/04,北欧地域,Nordic Countries,12955,11.96
2024/04,北アメリカ計,North America Total,294929,27.34
2024/04,ノルウェー,Norway,2164,0.42
2024/04,オセアニア計,Oceania Total,92163,43.64
2024/04,その他アジア,Other Asia,48853,63.46
2024/04,その他ヨーロッパ,Other Europe,21832,45.95
2024/04,その他北アメリカ,Other North America,2125,37.81
2024/04,その他オセアニア,Other Oceania,362,20.27
2024/04,その他南アメリカ,Other South America,7162,38.0
2024/04,フィリピン,Philippines,68499,9.09
2024/04,ポーランド,Poland,8773,86.34
2024/04,ポルトガル,Portugal,3782,52.19
2024/04,ロシア,Russia,10748,143.11
2024/04,シンガポール,Singapore,46324,10.34
2024/04,南アメリカ計,South America Total,15801,55.51
2024/04,韓国,South Korea,661259,41.6
2024/04,スペイン,Spain,11722,41.19
2024/04,無国籍・その他,Stateless/Other,48,100.0
2024/04,スウェーデン,Sweden,4838,13.41
2024/04,スイス,Switzerland,8516,23.65
2024/04,台湾,Taiwan,459723,57.67
2024/04,タイ,Thailand,142521,17.76
2024/04,総数,Total,3043003,56.11
2024/04,トルコ,Turkey,8804,136.79
2024/04,英国,UK,48407,32.52
2024/04,米国,USA,228900,24.47
2024/04,ベトナム,Vietnam,61607,11.62
2024/05,アフリカ計,Africa Total,4341,44.08
2024/05,アジア計,Asia Total,2414749,65.47
2024/05,豪州,Australia,66476,62.87
2024/05,オーストリア,Austria,3736,46.11
2024/05,ベルギー,Belgium,4195,28.41
2024/05,ブラジル,Brazil,7291,98.88
2024/05,カナダ,Canada,55811,31.99
2024/05,中国,China,545552,305.58
2024/05,デンマーク,Denmark,3487,48.13
2024/05,ヨーロッパ計,Europe Total,215712,47.4
2024/05,フィンランド,Finland,2791,39.83
2024/05,フランス,France,38159,42.63
2024/05,GCC6か国,GCC 6 Countries,4550,72.09
2024/05,ドイツ,Germany,32196,39.27
2024/05,香港,Hong Kong,217486,40.87
2024/05,インド,India,29068,61.56
2024/05,インドネシア,Indonesia,41274,32.63
2024/05,アイルランド,Ireland,2951,47.26
2024/05,イスラエル,Israel,5025,33.43
2024/05,イタリア,Italy,17443,47.47
2024/05,マカオ,Macau,7258,71.58
2024/05,マレーシア,Malaysia,39562,16.35
2024/05,メキシコ,Mexico,11514,36.02
2024/05,中東地域,Middle East,14009,60.18
2024/05,モンゴル,Mongolia,3614,26.14
2024/05,オランダ,Netherlands,10193,47.15
2024/05,ニュージーランド,New Zealand,8865,49.75
2024/05,北欧地域,Nordic Countries,11906,38.33
2024/05,北アメリカ計,North America Total,316132,34.13
2024/05,ノルウェー,Norway,1792,42.22
2024/05,オセアニア計,Oceania Total,75689,61.0
2024/05,その他アジア,Other Asia,33944,29.42
2024/05,その他ヨーロッパ,Other Europe,17647,55.32
2024/05,その他北アメリカ,Other North America,1835,19.31
2024/05,その他オセアニア,Other Oceania,348,25.63
2024/05,その他南アメリカ,Other South America,6335,54.89
2024/05,フィリピン,Philippines,67443,35.05
2024/05,ポーランド,Poland,6727,88.38
2024/05,ポルトガル,Portugal,3770,65.42
2024/05,ロシア,Russia,8004,170.41
2024/05,シンガポール,Singapore,62676,25.99
2024/05,南アメリカ計,South America Total,13626,75.68
2024/05,韓国,South Korea,738872,43.27
2024/05,スペイン,Spain,13417,56.36
2024/05,無国籍・その他,Stateless/Other,45,73.08
2024/05,スウェーデン,Sweden,3836,27.99
2024/05,スイス,Switzerland,6248,30.44
2024/05,台湾,Taiwan,466008,53.62
2024/05,タイ,Thailand,97408,20.66
2024/05,総数,Total,3040294,60.08
2024/05,トルコ,Turkey,4434,89.81
2024/05,英国,UK,39120,41.03
2024/05,米国,USA,246972,34.66
2024/05,ベトナム,Vietnam,50575,10.5
2024/06,アフリカ計,Africa Total,4309,57.72
2024/06,アジア計,Asia Total,2553414,55.69
2024/06,豪州,Australia,61817,45.71
2024/06,オーストリア,Austria,1899,30.43
2024/06,ベルギー,Belgium,2484,31.43
2024/06,ブラジル,Brazil,5448,95.69
2024/06,カナダ,Canada,40989,36.56
2024/06,中国,China,665617,219.13
2024/06,デンマーク,Denmark,2311,7.04
2024/06,ヨーロッパ計,Europe Total,152588,37.26
2024/06,フィンランド,Finland,3264,46.89
2024/06,フランス,France,23150,30.69
2024/06,GCC6か国,GCC 6 Countries,4709,52.44
2024/06,ドイツ,Germany,16603,21.59
2024/06,香港,Hong Kong,250604,34.5
2024/06,インド,India,19884,40.01
2024/06,インドネシア,Indonesia,43052,9.61
2024/06,アイルランド,Ireland,2679,42.73
2024/06,イスラエル,Israel,3245,14.26
2024/06,イタリア,Italy,14990,46.27
2024/06,マカオ,Macau,9271,45.59
2024/06,マレーシア,Malaysia,22042,0.15
2024/06,メキシコ,Mexico,10757,59.29
2024/06,中東地域,Middle East,14086,54.2
2024/06,モンゴル,Mongolia,3925,2.4
2024/06,オランダ,Netherlands,5454,22.95
2024/06,ニュージーランド,New Zealand,8032,35.4
2024/06,北欧地域,Nordic Countries,14376,26.23
2024/06,北アメリカ計,North America Total,349766,32.08
2024/06,ノルウェー,Norway,3336,32.8
2024/06,オセアニア計,Oceania Total,70455,44.35
2024/06,その他アジア,Other Asia,21171,22.65
2024/06,その他ヨーロッパ,Other Europe,11788,33.8
2024/06,その他北アメリカ,Other North America,1606,30.36
2024/06,その他オセアニア,Other Oceania,606,33.48
2024/06,その他南アメリカ,Other South America,4597,51.02
2024/06,フィリピン,Philippines,65011,19.89
2024/06,ポーランド,Poland,4579,43.32
2024/06,ポルトガル,Portugal,3088,53.71
2024/06,ロシア,Russia,5616,135.87
2024/06,シンガポール,Singapore,58925,7.98
2024/06,南アメリカ計,South America Total,10045,72.36
2024/06,韓国,South Korea,703277,29.02
2024/06,スペイン,Spain,12907,48.48
2024/06,無国籍・その他,Stateless/Other,65,124.14
2024/06,スウェーデン,Sweden,5465,21.55
2024/06,スイス,Switzerland,4147,38.28
2024/06,台湾,Taiwan,574487,47.69
2024/06,タイ,Thailand,54604,6.33
2024/06,総数,Total,3140642,51.47
2024/06,トルコ,Turkey,6132,91.27
2024/06,英国,UK,28828,41.2
2024/06,米国,USA,296414,30.69
2024/06,ベトナム,Vietnam,47458,22.08
2024/07,アフリカ計,Africa Total,3784,6.65
2024/07,アジア計,Asia Total,2696910,45.5
2024/07,豪州,Australia,48616,36.37
2024/07,オーストリア,Austria,3993,28.23
2024/07,ベルギー,Belgium,5765,18.72
2024/07,ブラジル,Brazil,6902,50.76
2024/07,カナダ,Canada,48158,24.16
2024/07,中国,China,776520,147.83
2024/07,デンマーク,Denmark,5366,26.44
2024/07,ヨーロッパ計,Europe Total,207253,26.17
2024/07,フィンランド,Finland,1911,22.42
2024/07,フランス,France,37353,19.98
2024/07,GCC6か国,GCC 6 Countries,4118,5.35
2024/07,ドイツ,Germany,22685,18.89
2024/07,香港,Hong Kong,279069,28.95
2024/07,インド,India,14941,13.62
2024/07,インドネシア,Indonesia,29571,3.8
2024/07,アイルランド,Ireland,2509,21.32
2024/07,イスラエル,Israel,3515,1.18
2024/07,イタリア,Italy,18370,31.51
2024/07,マカオ,Macau,17658,75.07
